sim_time,value_0,value_1
3.344,6.28,6.28
3.36,6.28,6.28
3.376,6.28,6.28
3.392,6.28,6.28
3.408,6.28,-6.28
3.424,6.28,-6.28
3.44,6.28,6.28
3.456,6.28,6.28
3.472,6.28,6.28
3.488,6.28,-6.28
3.504,6.28,-6.28
3.52,6.28,-6.28
3.536,6.28,6.28
3.552,6.28,6.28
3.568,6.28,-6.28
3.584,6.28,-6.28
3.6,6.28,-6.28
3.616,6.28,-6.28
3.632,6.28,-6.28
3.648,6.28,-6.28
3.664,6.28,-6.28
3.68,6.28,-6.28
3.696,6.28,-6.28
3.712,6.28,-6.28
3.728,6.28,-6.28
3.744,6.28,-6.28
3.7600000000000002,6.28,-6.28
3.7760000000000002,6.28,-6.28
3.7920000000000003,6.28,-6.28
3.8080000000000003,6.28,-6.28
3.8240000000000003,6.28,-6.28
3.84,6.28,-6.28
3.856,6.28,6.28
3.872,6.28,6.28
3.888,6.28,6.28
3.904,6.28,6.28
3.92,6.28,-6.28
3.936,6.28,-6.28
3.952,6.28,-6.28
3.968,6.28,-6.28
3.984,6.28,-6.28
4.0,6.28,-6.28
4.016,6.28,-6.28
4.032,6.28,-6.28
4.048,6.28,-6.28
4.064,6.28,-6.28
4.08,6.28,-6.28
4.096,6.28,-6.28
4.112,6.28,-6.28
4.128,6.28,-6.28
4.144,6.28,-6.28
4.16,6.28,-6.28
4.176,6.28,-6.28
4.192,6.28,-6.28
4.208,6.28,-6.28
4.224,6.28,-6.28
4.24,6.28,-6.28
4.256,6.28,-6.28
4.272,6.28,-6.28
4.288,6.28,-6.28
4.304,6.28,-6.28
4.32,6.28,-6.28
4.336,6.28,-6.28
4.352,6.28,-6.28
4.368,6.28,6.28
4.384,6.28,6.28
4.4,6.28,6.28
4.416,6.28,6.28
4.432,6.28,6.28
4.448,6.28,6.28
4.464,6.28,6.28
4.48,6.28,6.28
4.496,6.28,6.28
4.5120000000000005,6.28,6.28
4.5280000000000005,6.28,6.28
4.5440000000000005,6.28,6.28
4.5600000000000005,6.28,6.28
4.5760000000000005,6.28,6.28
4.5920000000000005,6.28,6.28
4.6080000000000005,6.28,6.28
4.624,6.28,6.28
4.64,6.28,6.28
4.656,6.28,6.28
4.672,6.28,6.28
4.688,6.28,6.28
4.704,6.28,6.28
4.72,6.28,6.28
4.736,-6.28,6.28
4.752,-6.28,6.28
4.768,-6.28,6.28
4.784,-6.28,6.28
4.8,-6.28,6.28
4.816,-6.28,6.28
4.832,-6.28,6.28
4.848,-6.28,6.28
4.864,-6.28,6.28
4.88,-6.28,6.28
4.896,-6.28,6.28
4.912,-6.28,6.28
4.928,-6.28,6.28
4.944,-6.28,6.28
4.96,-6.28,6.28
4.976,-6.28,6.28
4.992,-6.28,6.28
5.008,-6.28,6.28
5.024,-6.28,6.28
5.04,-6.28,6.28
5.056,-6.28,6.28
5.072,-6.28,6.28
5.088,-6.28,6.28
5.104,-6.28,6.28
5.12,-6.28,6.28
5.136,-6.28,6.28
5.152,-6.28,6.28
5.168,-6.28,6.28
5.184,-6.28,6.28
5.2,6.28,6.28
5.216,6.28,6.28
5.232,6.28,6.28
5.248,6.28,6.28
5.264,6.28,6.28
5.28,6.28,6.28
5.296,6.28,6.28
5.312,6.28,6.28
5.328,6.28,6.28
5.344,6.28,-6.28
5.36,6.28,-6.28
5.376,6.28,-6.28
5.392,6.28,-6.28
5.408,6.28,-6.28
5.424,6.28,-6.28
5.44,6.28,-6.28
5.456,6.28,-6.28
5.472,6.28,-6.28
5.488,6.28,-6.28
5.5040000000000004,6.28,-6.28
5.5200000000000005,6.28,-6.28
5.5360000000000005,6.28,-6.28
5.5520000000000005,6.28,-6.28
5.5680000000000005,6.28,-6.28
5.5840000000000005,6.28,6.28
5.6000000000000005,6.28,6.28
5.6160000000000005,6.28,6.28
5.632,6.28,-6.28
5.648,6.28,-6.28
5.664,6.28,-6.28
5.68,6.28,-6.28
5.696,6.28,-6.28
5.712,6.28,-6.28
5.728,6.28,-6.28
5.744,6.28,-6.28
5.76,6.28,-6.28
5.776,6.28,-6.28
5.792,6.28,-6.28
5.808,6.28,-6.28
5.824,6.28,-6.28
5.84,6.28,6.28
5.856,6.28,6.28
5.872,6.28,6.28
5.888,6.28,6.28
5.904,6.28,6.28
5.92,6.28,6.28
5.936,6.28,6.28
5.952,6.28,6.28
5.968,6.28,6.28
5.984,6.28,6.28
6.0,6.28,6.28
6.016,6.28,6.28
6.032,6.28,6.28
6.048,6.28,6.28
6.064,6.28,6.28
6.08,6.28,6.28
6.096,6.28,6.28
6.112,6.28,6.28
6.128,6.28,6.28
6.144,6.28,6.28
6.16,6.28,6.28
6.176,6.28,6.28
6.192,6.28,6.28
6.208,6.28,6.28
6.224,6.28,6.28
6.24,6.28,6.28
6.256,6.28,6.28
6.272,6.28,6.28
6.288,6.28,6.28
6.304,6.28,6.28
6.32,6.28,6.28
6.336,6.28,6.28
6.352,6.28,6.28
6.368,6.28,6.28
6.384,6.28,6.28
6.4,6.28,6.28
6.416,6.28,6.28
6.432,6.28,6.28
6.448,6.28,6.28
6.464,6.28,6.28
6.48,6.28,6.28
6.496,6.28,6.28
6.5120000000000005,6.28,6.28
6.5280000000000005,6.28,6.28
6.5440000000000005,6.28,-6.28
6.5600000000000005,6.28,-6.28
6.5760000000000005,6.28,-6.28
6.5920000000000005,6.28,6.28
6.6080000000000005,6.28,6.28
6.6240000000000006,6.28,6.28
6.640000000000001,6.28,6.28
6.656000000000001,6.28,6.28
6.672,6.28,6.28
6.688,6.28,6.28
6.704,6.28,6.28
6.72,6.28,6.28
6.736,6.28,6.28
6.752,6.28,6.28
6.768,6.28,6.28
6.784,6.28,6.28
6.8,6.28,6.28
6.816,6.28,6.28
6.832,6.28,6.28
6.848,6.28,6.28
6.864,6.28,6.28
6.88,6.28,6.28
6.896,6.28,-6.28
6.912,6.28,-6.28
6.928,6.28,-6.28
6.944,6.28,-6.28
6.96,6.28,-6.28
6.976,6.28,-6.28
6.992,6.28,-6.28
7.008,6.28,-6.28
7.024,6.28,-6.28
7.04,6.28,-6.28
7.056,6.28,-6.28
7.072,6.28,6.28
7.088,6.28,6.28
7.104,6.28,6.28
7.12,6.28,6.28
7.136,6.28,-6.28
7.152,6.28,-6.28
7.168,6.28,6.28
7.184,6.28,6.28
7.2,6.28,6.28
7.216,6.28,6.28
7.232,6.28,-6.28
7.248,6.28,-6.28
7.264,6.28,-6.28
7.28,6.28,6.28
7.296,6.28,6.28
7.312,6.28,6.28
7.328,6.28,-6.28
7.344,6.28,-6.28
7.36,6.28,-6.28
7.376,6.28,-6.28
7.392,6.28,-6.28
7.408,6.28,-6.28
7.424,6.28,-6.28
7.44,6.28,-6.28
7.456,6.28,-6.28
7.472,6.28,6.28
7.488,6.28,6.28
7.5040000000000004,6.28,-6.28
7.5200000000000005,6.28,-6.28
7.5360000000000005,6.28,-6.28
7.5520000000000005,6.28,-6.28
7.5680000000000005,6.28,-6.28
7.5840000000000005,6.28,6.28
7.6000000000000005,6.28,6.28
7.6160000000000005,6.28,6.28
7.632000000000001,6.28,6.28
7.648000000000001,6.28,6.28
7.664000000000001,6.28,6.28
7.68,6.28,6.28
7.696,6.28,6.28
7.712,6.28,6.28
7.728,6.28,6.28
7.744,6.28,6.28
7.76,6.28,6.28
7.776,6.28,6.28
7.792,6.28,6.28
7.808,6.28,6.28
7.824,6.28,6.28
7.84,6.28,6.28
7.856,6.28,6.28
7.872,6.28,6.28
7.888,6.28,6.28
7.904,6.28,6.28
7.92,6.28,6.28
7.936,6.28,6.28
7.952,6.28,6.28
7.968,6.28,6.28
7.984,6.28,6.28
8.0,6.28,6.28
8.016,6.28,6.28
8.032,6.28,6.28
8.048,6.28,6.28
8.064,6.28,6.28
8.08,6.28,6.28
8.096,6.28,6.28
8.112,6.28,6.28
8.128,6.28,6.28
8.144,6.28,6.28
8.16,6.28,6.28
8.176,6.28,6.28
8.192,6.28,6.28
8.208,6.28,6.28
8.224,6.28,6.28
8.24,6.28,6.28
8.256,6.28,-6.28
8.272,6.28,-6.28
8.288,6.28,-6.28
8.304,6.28,-6.28
8.32,6.28,6.28
8.336,6.28,6.28
8.352,6.28,6.28
8.368,6.28,-6.28
8.384,6.28,6.28
8.4,6.28,6.28
8.416,6.28,6.28
8.432,6.28,-6.28
8.448,6.28,-6.28
8.464,6.28,-6.28
8.48,6.28,6.28
8.496,6.28,6.28
8.512,6.28,-6.28
8.528,6.28,-6.28
8.544,6.28,-6.28
8.56,6.28,-6.28
8.576,6.28,-6.28
8.592,6.28,-6.28
8.608,6.28,-6.28
8.624,6.28,6.28
8.64,6.28,6.28
8.656,6.28,6.28
8.672,6.28,-6.28
8.688,6.28,-6.28
8.704,6.28,-6.28
8.72,6.28,-6.28
8.736,6.28,6.28
8.752,6.28,6.28
8.768,6.28,6.28
8.784,6.28,6.28
8.8,6.28,6.28
8.816,6.28,6.28
8.832,6.28,6.28
8.848,6.28,6.28
8.864,6.28,-6.28
8.88,6.28,-6.28
8.896,6.28,-6.28
8.912,6.28,-6.28
8.928,6.28,6.28
8.944,6.28,6.28
8.96,6.28,6.28
8.976,6.28,6.28
8.992,6.28,6.28
9.008000000000001,6.28,6.28
9.024000000000001,6.28,6.28
9.040000000000001,6.28,-6.28
9.056000000000001,6.28,-6.28
9.072000000000001,6.28,-6.28
9.088000000000001,6.28,-6.28
9.104000000000001,6.28,6.28
9.120000000000001,6.28,6.28
9.136000000000001,6.28,6.28
9.152000000000001,6.28,6.28
9.168000000000001,6.28,6.28
9.184000000000001,6.28,6.28
9.200000000000001,6.28,6.28
9.216000000000001,6.28,6.28
9.232,6.28,6.28
9.248,6.28,6.28
9.264,6.28,-6.28
9.28,6.28,-6.28
9.296,6.28,6.28
9.312,6.28,6.28
9.328,6.28,6.28
9.344,6.28,6.28
9.36,6.28,6.28
9.376,6.28,-6.28
9.392,6.28,-6.28
9.408,6.28,-6.28
9.424,6.28,-6.28
9.44,6.28,-6.28
9.456,6.28,-6.28
9.472,6.28,-6.28
9.488,6.28,-6.28
9.504,6.28,-6.28
9.52,6.28,-6.28
9.536,6.28,-6.28
9.552,6.28,-6.28
9.568,6.28,6.28
9.584,6.28,6.28
9.6,6.28,6.28
9.616,6.28,6.28
9.632,6.28,6.28
9.648,6.28,-6.28
9.664,6.28,-6.28
9.68,6.28,6.28
9.696,6.28,6.28
9.712,6.28,6.28
9.728,6.28,6.28
9.744,6.28,6.28
9.76,6.28,6.28
9.776,6.28,6.28
9.792,6.28,6.28
9.808,6.28,6.28
9.824,6.28,6.28
9.84,6.28,-6.28
9.856,6.28,-6.28
9.872,6.28,-6.28
9.888,6.28,-6.28
9.904,6.28,6.28
9.92,6.28,6.28
9.936,6.28,6.28
9.952,6.28,6.28
9.968,6.28,6.28
9.984,6.28,6.28
10.0,6.28,6.28
10.016,6.28,6.28
10.032,6.28,6.28
10.048,-6.28,6.28
10.064,-6.28,6.28
10.08,-6.28,6.28
10.096,-6.28,6.28
10.112,-6.28,6.28
10.128,-6.28,6.28
10.144,-6.28,6.28
10.16,-6.28,6.28
10.176,-6.28,6.28
10.192,6.28,6.28
10.208,6.28,6.28
10.224,6.28,6.28
10.24,6.28,6.28
10.256,6.28,6.28
10.272,6.28,6.28
10.288,6.28,6.28
10.304,6.28,6.28
10.32,6.28,6.28
10.336,6.28,6.28
10.352,6.28,6.28
10.368,6.28,6.28
10.384,6.28,6.28
10.4,6.28,6.28
10.416,6.28,6.28
10.432,6.28,6.28
10.448,6.28,6.28
10.464,6.28,6.28
10.48,6.28,6.28
10.496,6.28,6.28
10.512,6.28,6.28
10.528,6.28,6.28
10.544,6.28,6.28
10.56,6.28,6.28
10.576,6.28,6.28
10.592,6.28,6.28
10.608,6.28,6.28
10.624,6.28,6.28
10.64,6.28,6.28
10.656,6.28,6.28
10.672,6.28,6.28
10.688,6.28,6.28
10.704,6.28,6.28
10.72,6.28,6.28
10.736,6.28,6.28
10.752,6.28,6.28
10.768,6.28,6.28
10.784,6.28,6.28
10.8,6.28,6.28
10.816,6.28,6.28
10.832,6.28,6.28
10.848,6.28,6.28
10.864,6.28,6.28
10.88,6.28,6.28
10.896,6.28,6.28
10.912,6.28,6.28
10.928,6.28,6.28
10.944,6.28,6.28
10.96,6.28,6.28
10.976,6.28,6.28
10.992,6.28,6.28
11.008000000000001,6.28,6.28
11.024000000000001,6.28,6.28
11.040000000000001,6.28,6.28
11.056000000000001,6.28,6.28
11.072000000000001,6.28,6.28
11.088000000000001,6.28,6.28
11.104000000000001,6.28,6.28
11.120000000000001,6.28,6.28
11.136000000000001,6.28,6.28
11.152000000000001,6.28,6.28
11.168000000000001,6.28,-6.28
11.184000000000001,6.28,-6.28
11.200000000000001,6.28,6.28
11.216000000000001,6.28,6.28
11.232000000000001,6.28,6.28
11.248000000000001,6.28,6.28
11.264,6.28,6.28
11.28,6.28,-6.28
11.296,6.28,-6.28
11.312,6.28,6.28
11.328,6.28,6.28
11.344,6.28,6.28
11.36,6.28,-6.28
11.376,6.28,-6.28
11.392,6.28,-6.28
11.408,6.28,-6.28
11.424,6.28,6.28
11.44,6.28,6.28
11.456,6.28,6.28
11.472,6.28,-6.28
11.488,6.28,-6.28
11.504,6.28,-6.28
11.52,6.28,-6.28
11.536,6.28,6.28
11.552,6.28,6.28
11.568,6.28,6.28
11.584,6.28,-6.28
11.6,6.28,-6.28
11.616,6.28,-6.28
11.632,6.28,-6.28
11.648,6.28,-6.28
11.664,6.28,-6.28
11.68,6.28,-6.28
11.696,6.28,-6.28
11.712,6.28,-6.28
11.728,6.28,-6.28
11.744,6.28,-6.28
11.76,6.28,-6.28
11.776,6.28,-6.28
11.792,6.28,-6.28
11.808,6.28,6.28
11.824,6.28,6.28
11.84,6.28,6.28
11.856,6.28,6.28
11.872,6.28,6.28
11.888,6.28,6.28
11.904,6.28,6.28
11.92,6.28,6.28
11.936,6.28,6.28
11.952,6.28,6.28
11.968,6.28,6.28
11.984,6.28,6.28
12.0,6.28,6.28
12.016,6.28,6.28
12.032,-6.28,6.28
12.048,-6.28,6.28
12.064,-6.28,6.28
12.08,-6.28,6.28
12.096,6.28,6.28
12.112,6.28,6.28
12.128,6.28,6.28
12.144,6.28,6.28
12.16,6.28,6.28
12.176,6.28,6.28
12.192,6.28,6.28
12.208,6.28,6.28
12.224,6.28,6.28
12.24,6.28,6.28
12.256,6.28,-6.28
12.272,6.28,-6.28
12.288,6.28,-6.28
12.304,6.28,-6.28
12.32,6.28,6.28
12.336,6.28,6.28
12.352,6.28,6.28
12.368,6.28,6.28
12.384,6.28,6.28
12.4,6.28,6.28
12.416,6.28,6.28
12.432,6.28,6.28
12.448,6.28,6.28
12.464,6.28,6.28
12.48,6.28,6.28
12.496,6.28,6.28
12.512,6.28,6.28
12.528,6.28,6.28
12.544,6.28,6.28
12.56,6.28,-6.28
12.576,6.28,-6.28
12.592,6.28,-6.28
12.608,6.28,6.28
12.624,6.28,6.28
12.64,6.28,6.28
12.656,6.28,6.28
12.672,6.28,-6.28
12.688,6.28,-6.28
12.704,6.28,-6.28
12.72,6.28,-6.28
12.736,6.28,-6.28
12.752,6.28,-6.28
12.768,6.28,-6.28
12.784,6.28,-6.28
12.8,6.28,6.28
12.816,6.28,6.28
12.832,6.28,6.28
12.848,6.28,-6.28
12.864,6.28,-6.28
12.88,6.28,-6.28
12.896,6.28,-6.28
12.912,6.28,-6.28
12.928,6.28,-6.28
12.944,6.28,-6.28
12.96,6.28,6.28
12.976,6.28,6.28
12.992,6.28,-6.28
13.008000000000001,6.28,-6.28
13.024000000000001,6.28,-6.28
13.040000000000001,6.28,-6.28
13.056000000000001,6.28,-6.28
13.072000000000001,6.28,-6.28
13.088000000000001,6.28,-6.28
13.104000000000001,6.28,-6.28
13.120000000000001,6.28,-6.28
13.136000000000001,6.28,6.28
13.152000000000001,6.28,6.28
13.168000000000001,6.28,6.28
13.184000000000001,6.28,6.28
13.200000000000001,6.28,-6.28
13.216000000000001,6.28,-6.28
13.232000000000001,6.28,-6.28
13.248000000000001,6.28,-6.28
13.264000000000001,6.28,6.28
13.280000000000001,6.28,6.28
13.296000000000001,6.28,6.28
13.312000000000001,6.28,6.28
13.328,6.28,6.28
13.344,6.28,6.28
13.36,6.28,6.28
13.376,6.28,6.28
13.392,6.28,6.28
13.408,6.28,6.28
13.424,6.28,6.28
13.44,6.28,6.28
13.456,6.28,6.28
13.472,6.28,6.28
13.488,6.28,6.28
13.504,6.28,6.28
13.52,6.28,6.28
13.536,6.28,6.28
13.552,6.28,6.28
13.568,-6.28,6.28
13.584,-6.28,6.28
13.6,-6.28,6.28
13.616,-6.28,6.28
13.632,-6.28,6.28
13.648,-6.28,6.28
13.664,-6.28,6.28
13.68,-6.28,6.28
13.696,-6.28,6.28
13.712,-6.28,6.28
13.728,-6.28,6.28
13.744,-6.28,6.28
13.76,6.28,6.28
13.776,6.28,6.28
13.792,6.28,6.28
13.808,6.28,6.28
13.824,6.28,6.28
13.84,6.28,6.28
13.856,6.28,6.28
13.872,6.28,6.28
13.888,6.28,6.28
13.904,6.28,6.28
13.92,6.28,6.28
13.936,6.28,6.28
13.952,6.28,6.28
13.968,6.28,6.28
13.984,6.28,6.28
14.0,6.28,6.28
14.016,6.28,6.28
14.032,6.28,6.28
14.048,6.28,6.28
14.064,6.28,6.28
14.08,6.28,-6.28
14.096,6.28,-6.28
14.112,6.28,-6.28
14.128,6.28,-6.28
14.144,6.28,-6.28
14.16,6.28,6.28
14.176,6.28,6.28
14.192,6.28,6.28
14.208,6.28,6.28
14.224,6.28,6.28
14.24,6.28,6.28
14.256,6.28,6.28
14.272,6.28,-6.28
14.288,6.28,-6.28
14.304,6.28,6.28
14.32,6.28,6.28
14.336,6.28,6.28
14.352,6.28,6.28
14.368,6.28,6.28
14.384,6.28,6.28
14.4,6.28,6.28
14.416,6.28,6.28
14.432,6.28,6.28
14.448,-6.28,6.28
14.464,-6.28,6.28
14.48,-6.28,6.28
14.496,-6.28,6.28
14.512,-6.28,6.28
14.528,6.28,6.28
14.544,6.28,6.28
14.56,6.28,6.28
14.576,6.28,6.28
14.592,6.28,6.28
14.608,6.28,6.28
14.624,6.28,6.28
14.64,6.28,6.28
14.656,6.28,6.28
14.672,6.28,-6.28
14.688,6.28,-6.28
14.704,6.28,-6.28
14.72,6.28,6.28
14.736,6.28,6.28
14.752,6.28,6.28
14.768,6.28,6.28
14.784,6.28,6.28
14.8,6.28,6.28
14.816,6.28,6.28
14.832,6.28,6.28
14.848,6.28,6.28
14.864,6.28,6.28
14.88,6.28,6.28
14.896,6.28,6.28
14.912,6.28,6.28
14.928,6.28,6.28
14.944,6.28,6.28
14.96,6.28,-6.28
14.976,6.28,-6.28
14.992,6.28,-6.28
15.008000000000001,6.28,6.28
15.024000000000001,6.28,6.28
15.040000000000001,6.28,6.28
15.056000000000001,6.28,-6.28
15.072000000000001,6.28,-6.28
15.088000000000001,6.28,-6.28
15.104000000000001,6.28,6.28
15.120000000000001,6.28,6.28
15.136000000000001,6.28,6.28
15.152000000000001,6.28,6.28
15.168000000000001,6.28,6.28
15.184000000000001,6.28,6.28
15.200000000000001,6.28,6.28
15.216000000000001,6.28,6.28
15.232000000000001,6.28,-6.28
15.248000000000001,6.28,-6.28
15.264000000000001,6.28,-6.28
15.280000000000001,6.28,6.28
15.296000000000001,6.28,6.28
15.312000000000001,6.28,6.28
15.328000000000001,6.28,6.28
15.344000000000001,6.28,-6.28
15.36,6.28,-6.28
15.376,6.28,6.28
15.392,6.28,6.28
15.408,6.28,6.28
15.424,6.28,6.28
15.44,6.28,6.28
15.456,6.28,6.28
15.472,6.28,6.28
15.488,6.28,6.28
15.504,6.28,6.28
15.52,6.28,6.28
15.536,6.28,6.28
15.552,6.28,6.28
15.568,6.28,6.28
15.584,6.28,6.28
15.6,6.28,6.28
15.616,6.28,6.28
15.632,6.28,6.28
15.648,6.28,6.28
15.664,6.28,6.28
15.68,6.28,6.28
15.696,6.28,6.28
15.712,6.28,6.28
15.728,6.28,6.28
15.744,6.28,6.28
15.76,6.28,6.28
15.776,6.28,6.28
15.792,6.28,6.28
15.808,6.28,6.28
15.824,6.28,6.28
15.84,6.28,6.28
15.856,6.28,6.28
15.872,6.28,6.28
15.888,6.28,6.28
15.904,6.28,6.28
15.92,6.28,6.28
15.936,6.28,6.28
15.952,6.28,6.28
15.968,-6.28,6.28
15.984,-6.28,6.28
16.0,-6.28,6.28
16.016000000000002,-6.28,6.28
16.032,-6.28,6.28
16.048000000000002,6.28,6.28
16.064,6.28,6.28
16.080000000000002,6.28,6.28
16.096,6.28,6.28
16.112000000000002,6.28,6.28
16.128,6.28,6.28
16.144000000000002,6.28,6.28
16.16,6.28,6.28
16.176000000000002,6.28,6.28
16.192,6.28,-6.28
16.208000000000002,6.28,-6.28
16.224,6.28,-6.28
16.240000000000002,6.28,6.28
16.256,6.28,6.28
16.272000000000002,6.28,6.28
16.288,6.28,6.28
16.304000000000002,6.28,6.28
16.32,6.28,-6.28
16.336000000000002,6.28,6.28
16.352,6.28,6.28
16.368000000000002,6.28,6.28
16.384,6.28,6.28
16.4,6.28,6.28
16.416,6.28,6.28
16.432,6.28,6.28
16.448,6.28,6.28
16.464,6.28,-6.28
16.48,6.28,-6.28
16.496,6.28,-6.28
16.512,6.28,6.28
16.528,6.28,6.28
16.544,6.28,6.28
16.56,6.28,6.28
16.576,6.28,-6.28
16.592,6.28,-6.28
16.608,6.28,-6.28
16.624,6.28,6.28
16.64,6.28,6.28
16.656,6.28,-6.28
16.672,6.28,-6.28
16.688,6.28,-6.28
16.704,6.28,-6.28
16.72,6.28,6.28
16.736,6.28,6.28
16.752,6.28,6.28
16.768,6.28,6.28
16.784,6.28,6.28
16.8,6.28,6.28
16.816,6.28,6.28
16.832,6.28,6.28
16.848,6.28,6.28
16.864,6.28,6.28
16.88,-6.28,6.28
16.896,-6.28,6.28
16.912,-6.28,6.28
16.928,-6.28,6.28
16.944,-6.28,6.28
16.96,6.28,6.28
16.976,6.28,6.28
16.992,6.28,6.28
17.008,6.28,6.28
17.024,-6.28,6.28
17.04,-6.28,6.28
17.056,-6.28,6.28
17.072,6.28,6.28
17.088,6.28,6.28
17.104,6.28,6.28
17.12,6.28,6.28
17.136,6.28,6.28
17.152,6.28,6.28
17.168,6.28,6.28
17.184,6.28,6.28
17.2,6.28,6.28
