sim_time,value_0,value_1,value_2
48.016,-0.5846243,0.9635407,9.814648
48.032000000000004,-0.6307111,0.9780933,9.809004
48.048,-0.6739342,0.99399984,9.802951
48.064,-0.71441317,1.0113102,9.796475
48.08,-0.7522749,1.0300773,9.789569
48.096000000000004,-0.7876507,1.0503595,9.782223
48.112,-0.8206751,1.0722215,9.77443
48.128,-0.851485,1.0957353,9.766183
48.144,-0.88021976,1.120979,9.757474
48.160000000000004,13.096965,8.985203,11.9782915
48.176,3.0888212,6.146554,8.958096
48.192,0.14413303,0.69802886,9.320167
48.208,0.31432095,0.82566327,9.316556
48.224000000000004,0.47795063,0.8888174,9.303083
48.24,0.6246174,0.91966236,9.292201
48.256,0.7520882,0.94436365,9.285063
48.272,0.90336823,0.8795619,9.5075865
48.288000000000004,-1.2439051,-0.18121204,8.804242
48.304,-1.5577486,-1.4917766,9.163543
48.32,-14.120549,-7.7739024,15.614184
48.336,-2.0490413,-0.09491694,7.6268244
48.352000000000004,-1.7959292,-0.0787716,8.869897
48.368,-1.785832,-0.27086774,9.0060215
48.384,-1.6202403,-1.1952322,9.008125
48.4,-1.8195908,-2.1521454,9.014109
48.416000000000004,-0.20709851,-13.356397,13.849221
48.432,1.4672143,-5.5416102,8.231253
48.448,0.64546585,-3.2576697,9.579603
48.464,0.24830604,-2.162379,9.673718
48.480000000000004,-4.582448,10.624743,13.942771
48.496,-1.6778314,5.6262393,7.24189
48.512,-2.1999698,6.441984,8.387059
48.528,4.3045564,-4.686277,10.729542
48.544000000000004,-2.904666,0.3055327,9.0782995
48.56,-0.41997948,-0.9766865,9.365882
48.576,-2.261947,-10.604531,10.665696
48.592,3.150396,-0.0038430835,9.496442
48.608000000000004,1.8238696,-2.3787885,9.731893
48.624,0.562521,-1.0682887,9.785036
48.64,-0.36708397,-1.4261607,9.783264
48.656,-0.402446,-1.410595,9.788055
48.672000000000004,-0.38310742,-1.3730034,9.790577
48.688,-0.3393776,-1.3491284,9.791165
48.704,-0.2830132,-1.3450564,9.790934
48.72,-0.21917434,-1.3478698,9.787065
48.736000000000004,-0.1503055,-1.3627882,9.785248
48.752,-0.042088624,-0.5989687,9.801193
48.768,-0.0030308946,-0.37666416,9.809176
48.784,-0.0037167666,-0.3703278,9.8064
48.800000000000004,-0.008758075,-0.36581895,9.803909
48.816,-0.014611408,-0.36132106,9.801855
48.832,-0.017107662,-0.35492676,9.800254
48.848,-0.019433456,-0.34841654,9.798983
48.864000000000004,-0.022380551,-0.3420819,9.797987
48.88,-0.024450352,-0.33563027,9.797243
48.896,-0.02587273,-0.3288004,9.796732
48.912,-0.026717126,-0.3215877,9.796429
