sim_time,value_0,value_1,value_2
48.016,0.00061698275,-0.005360256,2.0877335
48.032000000000004,0.00066520344,-0.0015175404,2.066819
48.048,0.0006999497,0.0025777349,2.0442023
48.064,0.0007206312,0.006924972,2.0199149
48.08,0.0007267524,0.0115234945,1.9939891
48.096000000000004,0.0007179219,0.016372547,1.966461
48.112,0.0006938605,0.021471286,1.9373678
48.128,0.00065440655,0.026818799,1.9067501
48.144,0.00059951894,0.03241409,1.8746502
48.160000000000004,0.002502449,0.037377637,1.8447541
48.176,0.0046496843,0.041907918,1.8153038
48.192,0.006404393,0.045167137,1.7857951
48.208,0.007696121,0.04726562,1.7562032
48.224000000000004,0.008467364,0.0483022,1.7265176
48.24,0.008670093,0.048365217,1.6967393
48.256,0.008265994,0.047533903,1.6668799
48.272,0.0071629444,0.045978863,1.6370142
48.288000000000004,0.004977269,0.042469427,1.6083807
48.304,0.0016271927,0.03810109,1.5810689
48.32,-0.0013131776,0.032481726,1.5526727
48.336,-0.0031845078,0.026841111,1.5244323
48.352000000000004,-0.0037553706,0.021224165,1.4963764
48.368,-0.0030208025,0.015638687,1.4684774
48.384,-0.000979234,0.009965966,1.4405692
48.4,0.0023160933,0.0040839645,1.4124763
48.416000000000004,0.0033065062,-0.0039060076,1.3867245
48.432,0.0035707308,-0.012752401,1.3623486
48.448,0.0035058483,-0.022055274,1.3397013
48.464,0.003302849,-0.031621013,1.3188648
48.480000000000004,0.0022845515,-0.036870282,1.2986373
48.496,0.0009938539,-0.039871264,1.2786458
48.512,-0.00065407273,-0.040282413,1.2590051
48.528,-0.00055950374,-0.04062257,1.2388804
48.544000000000004,-0.00025345205,-0.039940923,1.2195252
48.56,0.0007150141,-0.03848908,1.2006155
48.576,0.0004483531,-0.038249634,1.1837089
48.592,0.0004518217,-0.03750265,1.1674778
48.608000000000004,0.0004520471,-0.036725506,1.1524204
48.624,0.00036578468,-0.0358237,1.1389568
48.64,0.0001939919,-0.034939654,1.1272638
48.656,-2.6819243e-06,-0.0341279,1.117434
48.672000000000004,-0.0001971597,-0.033418972,1.1094798
48.688,-0.0003785198,-0.03282936,1.1034045
48.704,-0.00054312556,-0.032363273,1.0992173
