sim_time,value_0,value_1,value_2
48.016,0.22364905,0.0047647096,-1.1991532
48.032000000000004,0.23933193,0.0014807836,-1.307364
48.048,0.2549901,-0.002921844,-1.4137714
48.064,0.2706244,-0.008506288,-1.518229
48.08,0.28623542,-0.015330696,-1.6205845
48.096000000000004,0.30182338,-0.023447694,-1.7206795
48.112,0.31738836,-0.03290378,-1.8183513
48.128,0.3329303,-0.04373872,-1.9134331
48.144,0.34844902,-0.05598496,-2.0057564
48.160000000000004,0.30732512,-0.18412945,-1.8679999
48.176,0.27656323,-0.20715795,-1.8403397
48.192,0.19351338,-0.18994647,-1.8437781
48.208,0.11812498,-0.16618629,-1.8485352
48.224000000000004,0.04980552,-0.13683175,-1.8538362
48.24,-0.011991874,-0.102597766,-1.8590662
48.256,-0.067741394,-0.064200215,-1.8637034
48.272,-0.11157242,-0.018309643,-1.863903
48.288000000000004,-0.23018882,0.05748252,-1.786604
48.304,-0.27865237,0.14062858,-1.7048011
48.32,-0.3514893,0.12114918,-1.7737254
48.336,-0.34857038,0.06461014,-1.7651622
48.352000000000004,-0.34497476,-0.006459966,-1.7543209
48.368,-0.34318453,-0.078048356,-1.7446815
48.384,-0.35105747,-0.14992854,-1.7449523
48.4,-0.36880106,-0.21829212,-1.7556351
48.416000000000004,-0.5038993,-0.06204234,-1.6081828
48.432,-0.5581387,-0.003822071,-1.5216202
48.448,-0.5864378,0.02869158,-1.4132516
48.464,-0.60229164,0.047637723,-1.2998295
48.480000000000004,-0.33160853,0.1069319,-1.2626044
48.496,-0.18960756,0.12860233,-1.2482857
48.512,-0.025904665,0.15218003,-1.2265933
48.528,-0.020497078,0.044958107,-1.2568166
48.544000000000004,0.043094397,0.02958873,-1.2087374
48.56,0.09046748,-0.014193322,-1.1810068
48.576,0.014351392,0.057200715,-1.0559177
48.592,0.046230264,0.038198005,-1.0137613
48.608000000000004,0.048146725,0.03490596,-0.94047827
48.624,0.056019068,0.035909276,-0.8409605
48.64,0.05504861,0.03658908,-0.73037726
48.656,0.05067602,0.033504006,-0.6140016
48.672000000000004,0.044357676,0.028941939,-0.4968607
48.688,0.036960214,0.023909863,-0.37948218
48.704,0.029250937,0.018816786,-0.26154992
48.72,0.021481745,0.013810063,-0.14300983
48.736000000000004,0.014213297,0.00891361,-0.023934063
48.752,0.014493153,0.007224839,0.0055199857
48.768,0.017135084,0.0065566427,0.006777855
48.784,0.019808104,0.0059519615,0.007363035
48.800000000000004,0.022494461,0.005325478,0.007968805
48.816,0.025194004,0.0046469057,0.008543672
48.832,0.02792509,0.0039001086,0.008969023
48.848,0.030687008,0.0030956224,0.009276944
48.864000000000004,0.03347677,0.0022450818,0.009547809
48.88,0.036293823,0.0013572882,0.009733069
48.896,0.039140277,0.00044328565,0.00982569
48.912,0.042018224,-0.0004853419,0.009821758
48.928000000000004,0.044929728,-0.0014170994,0.00971923
48.944,0.047867347,-0.0023399603,0.00941757
48.96,0.050839864,-0.0032425623,0.008982665
48.976,0.053865824,-0.004116598,0.0085925935
48.992000000000004,0.056934334,-0.004953979,0.008123644
49.008,0.06004687,-0.0057448233,0.00757658
49.024,0.06320439,-0.0064799073,0.0069522676
49.04,0.06641608,-0.007149556,0.00619941
49.056000000000004,0.06967486,-0.007750297,0.005393735
49.072,0.072977304,-0.008276357,0.0045703067
