sim_time,value
56.016,193.36024
56.032000000000004,193.46065
56.048,193.56105
56.064,193.66145
56.08,193.76186
56.096000000000004,193.86226
56.112,193.96266
56.128,194.06306
56.144,194.16348
56.160000000000004,194.26389
56.176,194.3643
56.192,194.4647
56.208,194.56511
56.224000000000004,194.66551
56.24,194.76558
56.256,194.86644
56.272,194.96681
56.288000000000004,195.0672
56.304,195.16759
56.32,195.26797
56.336,195.36838
56.352000000000004,195.46877
56.368,195.56917
56.384,195.66956
56.4,195.76996
56.416000000000004,195.87035
56.432,195.97075
56.448,196.07114
56.464,196.17152
56.480000000000004,196.27193
56.496,196.37231
56.512,196.4727
56.528,196.5731
56.544000000000004,196.4727
56.56,196.3723
56.576,196.47269
56.592,196.37228
56.608000000000004,196.27188
56.624,196.37228
56.64,196.47267
56.656,196.37227
56.672000000000004,196.27187
56.688,196.37225
56.704,196.47264
56.72,196.57304
56.736000000000004,196.47264
56.752,196.57303
56.768,196.67342
56.784,196.7738
56.800000000000004,196.87419
56.816,196.9746
56.832,197.07498
56.848,197.17537
56.864000000000004,197.27576
56.88,197.37614
56.896,197.47653
56.912,197.57692
56.928000000000004,197.6773
56.944,197.77771
56.96,197.8781
56.976,197.97849
56.992000000000004,198.07887
57.008,198.17926
57.024,198.27965
57.04,198.38005
57.056000000000004,198.48044
57.072,198.58084
57.088,198.68124
57.104,198.78163
57.120000000000005,198.88203
57.136,198.98244
57.152,199.08282
57.168,199.18323
57.184000000000005,199.28363
57.2,199.38402
57.216,199.48442
57.232,199.58482
57.248000000000005,199.68521
57.264,199.78561
57.28,199.886
57.296,199.9864
57.312000000000005,200.08679
57.328,200.1872
57.344,200.28758
57.36,200.38799
57.376,200.48837
57.392,200.58878
57.408,200.68916
57.424,200.78957
57.44,200.88995
57.456,200.99036
57.472,200.88995
57.488,200.78955
57.504,200.68915
57.52,200.78955
57.536,200.88994
57.552,200.99034
57.568,200.88995
57.584,200.78955
57.6,200.88995
57.616,200.99036
57.632,200.88995
57.648,200.78957
57.664,200.88995
57.68,200.99036
57.696,200.88995
57.712,200.78957
57.728,200.68916
57.744,200.58878
57.76,200.48837
57.776,200.38797
57.792,200.28758
57.808,200.18718
57.824,200.08678
57.84,199.98639
57.856,200.08678
57.872,200.18718
57.888,200.08679
57.904,199.9864
57.92,200.0868
57.936,200.18721
57.952,200.28761
57.968,200.38802
57.984,200.48842
58.0,200.38803
58.016,200.28764
58.032000000000004,200.18724
58.048,200.28764
58.064,200.38805
58.08,200.28766
58.096000000000004,200.18727
58.112,200.08688
58.128,200.18727
58.144,200.28767
58.160000000000004,200.18729
58.176,200.0869
58.192,199.9865
58.208,199.88611
58.224000000000004,199.78572
58.24,199.68533
58.256,199.58493
58.272,199.68532
58.288000000000004,199.7857
58.304,199.88611
58.32,199.9865
58.336,200.0869
58.352000000000004,200.1873
58.368,200.28769
58.384,200.38809
58.4,200.4885
58.416000000000004,200.4885
58.432,200.4885
58.448,200.4885
58.464,200.4885
58.480000000000004,200.4885
58.496,200.4885
58.512,200.4885
58.528,200.4885
58.544000000000004,200.4885
58.56,200.4885
58.576,200.4885
58.592,200.4885
58.608000000000004,200.4885
58.624,200.4885
58.64,200.4885
