sim_time,value_0,value_1,value_2
56.016,-2.208333,-4.089687,0.32057586
56.032000000000004,-2.2053766,-4.0911603,0.32039785
56.048,-2.2023427,-4.0928593,0.32010433
56.064,-2.1992235,-4.0947113,0.3196975
56.08,-2.1959546,-4.09662,0.3191787
56.096000000000004,-2.193878,-4.0953712,0.31965178
56.112,-2.1922665,-4.0922313,0.31969565
56.128,-2.1911104,-4.0884414,0.31953454
56.144,-2.1903994,-4.0843983,0.31917557
56.160000000000004,-2.1880167,-4.078381,0.31929362
56.176,-2.1857862,-4.071922,0.3192976
56.192,-2.1837254,-4.065226,0.31928712
56.208,-2.1818264,-4.0583854,0.3192677
56.224000000000004,-2.180076,-4.0514436,0.31923872
56.24,-2.1784587,-4.044426,0.31919935
56.256,-2.1795878,-4.04023,0.3197962
56.272,-2.1808097,-4.0369287,0.31993353
56.288000000000004,-2.1821876,-4.0339575,0.3199247
56.304,-2.1837442,-4.0310445,0.31980294
56.32,-2.1854236,-4.0280356,0.31957215
56.336,-2.1845648,-4.0225735,0.31973284
56.352000000000004,-2.1833856,-4.0164924,0.31972802
56.368,-2.1822352,-4.009439,0.31971276
56.384,-2.1810863,-4.0013123,0.3197015
56.4,-2.1799629,-3.9921386,0.31969362
56.416000000000004,-2.1788645,-3.9826484,0.31967965
56.432,-2.177784,-3.9727829,0.31966165
56.448,-2.176712,-3.9626577,0.31963992
56.464,-2.1756427,-3.9523706,0.31961495
56.480000000000004,-2.1745691,-3.9420521,0.31958675
56.496,-2.1734912,-3.9317195,0.31955814
56.512,-2.172408,-3.9213738,0.31953463
56.528,-2.1713197,-3.911015,0.319515
56.544000000000004,-2.1702611,-3.9005768,0.31951332
56.56,-2.1692183,-3.890372,0.31951314
56.576,-2.1681068,-3.8801782,0.31950822
56.592,-2.1669908,-3.869946,0.31951272
56.608000000000004,-2.165871,-3.8599458,0.31951588
56.624,-2.1646845,-3.8499103,0.31951886
56.64,-2.1634312,-3.8396587,0.3195202
56.656,-2.1621723,-3.8293672,0.31952673
56.672000000000004,-2.160912,-3.8193085,0.31952998
56.688,-2.1595886,-3.8092124,0.3195338
56.704,-2.1581993,-3.798897,0.31953523
56.72,-2.1567721,-3.7883978,0.31953368
56.736000000000004,-2.1553688,-3.777824,0.3195389
56.752,-2.1539233,-3.767308,0.3195356
56.768,-2.1524692,-3.7567391,0.31952965
