sim_time,value_0,value_1,value_2
56.016,-1.0574208,-0.20464225,10.486722
56.032000000000004,-0.27512944,2.0779035,8.970565
56.048,-0.63578284,1.1415933,9.31068
56.064,-0.5340462,0.8500728,9.335588
56.08,-0.6113951,0.38721046,9.362474
56.096000000000004,8.366827,-9.764807,14.009448
56.112,3.964498,-6.2917275,8.303548
56.128,2.444453,-1.7493674,9.047901
56.144,1.9503764,-0.36641997,9.047293
56.160000000000004,-4.464198,-8.95522,11.739533
56.176,0.9775304,-1.5385042,9.361708
56.192,0.84856796,-0.8342684,9.745795
56.208,0.7368864,-0.5811773,9.76641
56.224000000000004,0.6457504,-0.5095964,9.76291
56.24,0.56624377,-0.5096416,9.757967
56.256,8.709912,12.250957,12.736713
56.272,-0.19524822,3.1976795,8.145587
56.288000000000004,0.42100468,1.0028883,9.286123
56.304,0.66957605,-0.043461397,9.374827
56.32,0.52747613,-0.6632527,9.367143
56.336,-8.588311,-11.228073,10.90095
56.352000000000004,-0.9538804,-2.9040864,9.054093
56.368,0.5515784,-4.135992,9.61524
56.384,0.4715301,-4.5433035,9.655979
56.4,0.53912777,-4.4322524,9.658218
56.416000000000004,0.21429881,-1.5960901,9.731931
56.432,0.21135792,-1.8221391,9.73209
56.448,0.123151526,-1.3704787,9.751237
56.464,0.062476575,-0.9857994,9.767817
56.480000000000004,-0.018497922,-0.4740317,9.78673
56.496,-0.026874883,-0.3960524,9.800473
56.512,-0.02945751,-0.38454548,9.82246
56.528,-0.030231887,-0.37413317,9.8181925
56.544000000000004,0.13323283,-0.59535384,9.867023
56.56,-0.05195287,0.6390234,9.837109
56.576,-0.28681687,-0.24185263,9.788116
56.592,-0.015814764,-0.38671824,9.840313
56.608000000000004,-0.13603505,0.69122916,9.821181
56.624,-0.25699514,-0.35091084,9.803825
56.64,-0.1724412,-1.0407314,9.786534
56.656,-0.016272912,-0.30574268,9.826845
56.672000000000004,-0.13852629,0.7832247,9.806879
56.688,-0.24085572,-0.2683722,9.809597
56.704,-0.15570687,-0.96093553,9.793015
56.72,-0.0666139,-0.79411656,9.7933235
56.736000000000004,0.11708981,-0.31208852,9.835666
56.752,-0.20912683,0.18922368,9.776847
56.768,-0.019195491,-0.20675333,9.799473
56.784,-0.023583477,-0.054637652,9.79749
56.800000000000004,-0.022820117,-0.03551091,9.797212
56.816,-0.022439072,-0.016056035,9.797183
56.832,-0.021583008,0.0040002917,9.797242
56.848,-0.020380568,0.024636861,9.797363
56.864000000000004,-0.018858591,0.045854073,9.79753
56.88,-0.017040802,0.06765667,9.797727
56.896,-0.014959825,0.090050705,9.797937
56.912,-0.012619544,0.11281353,9.798151
56.928000000000004,-0.010109518,0.13625644,9.7983465
56.944,-0.0074733766,0.16044508,9.798502
56.96,-0.0048253178,0.18583186,9.798585
56.976,-0.002065957,0.21145266,9.798606
56.992000000000004,3.558137,6.437566,10.242784
57.008,-0.34417218,3.2298641,9.37275
57.024,-0.30762178,1.6003915,9.638686
57.04,-0.44851592,0.1518044,9.738604
57.056000000000004,-1.944616,-2.1084588,9.814424
57.072,0.09707233,-1.0001925,9.811578
57.088,0.027123628,-0.19176374,9.811512
57.104,0.010650377,-0.39692485,9.826588
57.120000000000005,0.0131846685,0.14503244,9.824649
57.136,0.01250708,0.20876613,9.839366
57.152,0.018326992,0.20055246,9.836563
57.168,0.021967325,0.19282801,9.833038
57.184000000000005,0.024364708,0.18582259,9.830185
57.2,0.025976876,0.17953052,9.827925
57.216,0.027030041,0.1739474,9.826116
57.232,0.027637353,0.1690713,9.824636
57.248000000000005,0.027857706,0.1649024,9.823394
57.264,0.027724657,0.16144246,9.82231
57.28,0.027260551,0.1586945,9.821329
57.296,0.026483368,0.15666263,9.820402
57.312000000000005,0.025410013,0.15535171,9.819495
57.328,0.024057863,0.15476725,9.818581
57.344,0.022445468,0.15491523,9.81764
57.36,0.02059284,0.15580198,9.816658
57.376,0.018521545,0.1574341,9.815626
57.392,0.01625467,0.15981826,9.814538
57.408,0.013816737,0.16296123,9.813391
57.424,0.011199264,0.16714358,9.812176
57.44,0.008493616,0.17193405,9.810909
57.456,0.005817798,0.17675866,9.809613
57.472,-0.24483958,-0.22374795,9.592392
57.488,4.164316,6.009296,10.008656
57.504,0.5427934,6.0191226,9.512086
57.52,-3.390147,-3.1475198,9.832766
57.536,-1.2616781,-4.2007723,9.891093
57.552,-0.063011274,-0.4754369,9.854085
57.568,0.13410369,0.03405759,9.704744
57.584,0.73306674,1.4517593,9.770317
57.6,-1.1173065,-0.17689171,9.946188
57.616,0.006646766,0.1340926,9.827833
57.632,-0.23943804,-0.20456982,9.604433
57.648,0.10537133,1.3038985,9.839711
