sim_time,value_0,value_1,value_2
56.016,10.595398,2.182426,0.0
56.032000000000004,2.7839084,0.0,0.0
56.048,6.382956,0.0,0.0
56.064,5.3708262,0.0,0.0
56.08,6.144821,0.0,0.0
56.096000000000004,0.0,97.202515,0.0
56.112,0.0,62.712757,0.0
56.128,0.0,17.530966,0.0
56.144,0.0,3.7413514,0.0
56.160000000000004,44.67337,89.83677,0.0
56.176,0.0,15.717897,0.0
56.192,0.0,8.5911,0.0
56.208,0.0,6.0079737,0.0
56.224000000000004,0.0,5.2452087,0.0
56.24,0.0,5.204688,0.0
56.256,0.0,0.0,0.0
56.272,1.8550589,0.0,0.0
56.288000000000004,0.0,0.0,0.0
56.304,0.0,0.35091853,0.0
56.32,0.0,6.556171,0.0
56.336,85.81716,112.272194,0.0
56.352000000000004,9.596757,29.151072,0.0
56.368,0.0,45.420498,0.0
56.384,0.0,45.420498,0.0
56.4,0.0,44.312412,0.0
56.416000000000004,0.0,15.986919,0.0
56.432,0.0,18.2197,0.0
56.448,0.0,13.700598,0.0
56.464,0.0,9.840794,0.0
56.480000000000004,0.18293254,4.7236385,0.0
56.496,0.26751733,3.9448075,0.0
56.512,0.29359588,3.8323991,0.0
56.528,0.3015229,3.7308128,0.0
56.544000000000004,0.0,5.909086,0.0
56.56,0.5185122,0.0,0.0
56.576,2.864765,2.4759743,0.0
56.592,0.16117348,3.797284,0.0
56.608000000000004,1.3597324,0.0,0.0
56.624,2.5668411,3.6011813,0.0
56.64,1.7244036,10.436571,0.0
56.656,0.16476966,2.99169,0.0
56.672000000000004,1.3846359,0.0,0.0
56.688,2.406089,2.7773728,0.0
56.704,1.5572115,9.637315,0.0
56.72,0.6664189,7.946645,0.0
56.736000000000004,0.0,3.0728664,0.0
56.752,2.088482,0.0,0.0
56.768,0.1931979,2.059481,0.0
56.784,0.23565887,0.54279035,0.0
56.800000000000004,0.22807367,0.35123307,0.0
56.816,0.22426715,0.15726712,0.0
56.832,0.21571538,0.0,0.0
56.848,0.20369868,0.0,0.0
56.864000000000004,0.18848686,0.0,0.0
56.88,0.17031749,0.0,0.0
56.896,0.14951701,0.0,0.0
56.912,0.12612452,0.0,0.0
56.928000000000004,0.10103512,0.0,0.0
56.944,0.0746855,0.0,0.0
56.96,0.048217073,0.0,0.0
56.976,0.020637458,0.0,0.0
56.992000000000004,0.0,0.0,0.0
57.008,3.4172795,0.0,0.0
57.024,3.0788453,0.0,0.0
57.04,4.485387,0.0,0.0
57.056000000000004,19.437443,21.0597,0.0
57.072,0.0,10.031095,0.0
57.088,0.0,1.9465256,0.0
57.104,0.0,3.9751608,0.0
57.120000000000005,0.0,0.0,0.0
57.136,0.0,0.0,0.0
57.152,0.0,0.0,0.0
57.168,0.0,0.0,0.0
57.184000000000005,0.0,0.0,0.0
57.2,0.0,0.0,0.0
57.216,0.0,0.0,0.0
57.232,0.0,0.0,0.0
57.248000000000005,0.0,0.0,0.0
57.264,0.0,0.0,0.0
57.28,0.0,0.0,0.0
57.296,0.0,0.0,0.0
57.312000000000005,0.0,0.0,0.0
57.328,0.0,0.0,0.0
57.344,0.0,0.0,0.0
57.36,0.0,0.0,0.0
57.376,0.0,0.0,0.0
57.392,0.0,0.0,0.0
57.408,0.0,0.0,0.0
57.424,0.0,0.0,0.0
57.44,0.0,0.0,0.0
57.456,0.0,0.0,0.0
57.472,2.4458356,2.2069728,0.0
57.488,0.0,0.0,0.0
57.504,0.0,0.0,0.0
57.52,33.879265,31.443846,0.0
57.536,12.634299,42.01416,0.0
57.552,0.6393374,4.789565,0.0
57.568,0.0,0.0,0.0
57.584,0.0,0.0,0.0
57.6,11.15982,1.7799561,0.0
57.616,0.0,0.0,0.0
57.632,2.3932166,2.0388224,0.0
57.648,0.0,0.0,0.0
57.664,2.4731102,0.0,0.0
57.68,0.0,2.3403249,0.0
57.696,2.1989536,1.9865191,0.0
57.712,1.6317302,0.0,0.0
57.728,1.8040355,0.0,0.0
57.744,0.0,0.0,0.0
57.76,0.0,0.0,0.0
57.776,0.0,0.0,0.0
57.792,0.0,0.0,0.0
57.808,2.3731754,0.0,0.0
57.824,3.777726,0.0,0.0
57.84,4.8950763,0.0,0.0
57.856,44.441463,54.63715,0.0
57.872,42.137104,98.34994,0.0
57.888,4.4128404,10.83748,0.0
57.904,4.849208,0.0,0.0
57.92,2.5158157,9.849898,0.0
57.936,1.9142848,8.108969,0.0
57.952,1.5867645,8.40552,0.0
57.968,1.2627624,8.73185,0.0
57.984,0.92007667,9.050157,0.0
58.0,2.4137175,0.0,0.0
58.016,2.2372568,0.0,0.0
58.032000000000004,2.347861,0.0,0.0
58.048,1.2867943,7.9789505,0.0
58.064,1.1716076,10.3708515,0.0
58.08,2.4238026,0.0,0.0
58.096000000000004,2.4242394,0.0,0.0
58.112,2.6015618,0.0,0.0
58.128,1.9976605,10.422253,0.0
58.144,1.8106712,11.30226,0.0
58.160000000000004,2.6245291,0.0,0.0
58.176,2.6725268,0.0,0.0
58.192,2.8718188,0.0,0.0
58.208,3.1964905,0.0,0.0
58.224000000000004,3.5657344,0.0,0.0
58.24,3.940652,0.0,0.0
58.256,4.303003,0.0,0.0
58.272,4.6076994,20.875397,0.0
58.288000000000004,4.2926884,11.975493,0.0
58.304,3.9253082,12.081473,0.0
58.32,3.535041,12.264571,0.0
58.336,3.1203144,12.448727,0.0
58.352000000000004,2.6778643,12.635443,0.0
58.368,2.205373,12.826313,0.0
58.384,1.7011644,13.022709,0.0
58.4,1.1640252,13.225839,0.0
58.416000000000004,0.0,0.0,0.0
58.432,0.0,0.0,0.0
58.448,43.38882,0.0,0.0
58.464,2.3393395,0.0,0.0
58.480000000000004,0.6603932,1.3569835,0.0
58.496,0.19294772,0.95335245,0.0
58.512,0.0,0.5180599,0.0
58.528,0.0,0.077050075,0.0
58.544000000000004,0.0,0.0,0.0
58.56,0.0,0.0,0.0
58.576,0.0,0.0,0.0
58.592,0.0,0.0,0.0
58.608000000000004,0.0,0.0,0.0
58.624,0.0,0.0,0.0
58.64,0.0,0.0,0.0
