sim_time,value
56.016,1000.0
56.032000000000004,1000.0
56.048,1000.0
56.064,1000.0
56.08,1000.0
56.096000000000004,1000.0
56.112,1000.0
56.128,1000.0
56.144,1000.0
56.160000000000004,1000.0
56.176,1000.0
56.192,1000.0
56.208,1000.0
56.224000000000004,1000.0
56.24,1000.0
56.256,1000.0
56.272,1000.0
56.288000000000004,1000.0
56.304,1000.0
56.32,1000.0
56.336,1000.0
56.352000000000004,1000.0
56.368,1000.0
56.384,1000.0
56.4,1000.0
56.416000000000004,1000.0
56.432,1000.0
56.448,1000.0
56.464,1000.0
56.480000000000004,1000.0
56.496,1000.0
56.512,1000.0
56.528,1000.0
56.544000000000004,1000.0
56.56,1000.0
56.576,1000.0
56.592,1000.0
56.608000000000004,1000.0
56.624,1000.0
56.64,1000.0
56.656,1000.0
56.672000000000004,1000.0
56.688,1000.0
56.704,1000.0
56.72,1000.0
56.736000000000004,1000.0
56.752,1000.0
56.768,1000.0
56.784,1000.0
56.800000000000004,1000.0
56.816,1000.0
56.832,1000.0
56.848,1000.0
56.864000000000004,1000.0
56.88,1000.0
56.896,1000.0
56.912,1000.0
56.928000000000004,1000.0
56.944,1000.0
56.96,1000.0
56.976,1000.0
56.992000000000004,1000.0
57.008,1000.0
57.024,1000.0
57.04,1000.0
57.056000000000004,1000.0
57.072,1000.0
57.088,1000.0
57.104,1000.0
57.120000000000005,1000.0
57.136,1000.0
57.152,1000.0
57.168,1000.0
57.184000000000005,1000.0
57.2,1000.0
57.216,1000.0
57.232,1000.0
57.248000000000005,1000.0
57.264,1000.0
57.28,1000.0
57.296,1000.0
57.312000000000005,1000.0
57.328,1000.0
57.344,1000.0
57.36,1000.0
57.376,1000.0
57.392,1000.0
57.408,1000.0
57.424,1000.0
57.44,1000.0
57.456,1000.0
57.472,1000.0
57.488,1000.0
57.504,1000.0
57.52,1000.0
57.536,1000.0
57.552,1000.0
57.568,1000.0
57.584,1000.0
57.6,1000.0
57.616,1000.0
57.632,1000.0
57.648,1000.0
57.664,1000.0
57.68,1000.0
57.696,1000.0
57.712,1000.0
57.728,1000.0
57.744,1000.0
57.76,1000.0
57.776,1000.0
57.792,1000.0
57.808,1000.0
57.824,1000.0
57.84,1000.0
57.856,1000.0
57.872,1000.0
57.888,1000.0
57.904,1000.0
57.92,1000.0
57.936,1000.0
57.952,1000.0
57.968,1000.0
57.984,1000.0
58.0,1000.0
58.016,1000.0
58.032000000000004,1000.0
58.048,1000.0
58.064,1000.0
58.08,1000.0
58.096000000000004,1000.0
58.112,1000.0
58.128,1000.0
58.144,1000.0
58.160000000000004,1000.0
58.176,1000.0
58.192,1000.0
58.208,1000.0
58.224000000000004,1000.0
58.24,1000.0
58.256,1000.0
58.272,1000.0
58.288000000000004,1000.0
58.304,1000.0
58.32,1000.0
58.336,1000.0
58.352000000000004,1000.0
58.368,1000.0
58.384,1000.0
58.4,1000.0
58.416000000000004,1000.0
58.432,1000.0
58.448,1000.0
58.464,1000.0
58.480000000000004,1000.0
58.496,1000.0
58.512,1000.0
58.528,1000.0
58.544000000000004,1000.0
58.56,1000.0
58.576,1000.0
58.592,1000.0
58.608000000000004,1000.0
58.624,1000.0
58.64,1000.0
