sim_time,value_0,value_1,value_2
56.016,0.40368414,-0.9136576,0.04763304
56.032000000000004,0.38611996,-0.9212869,0.04627972
56.048,0.36884975,-0.92844516,0.044038627
56.064,0.35188824,-0.93514717,0.040919736
56.08,0.3352772,-0.941396,0.03691609
56.096000000000004,0.3170496,-0.94787693,0.03176304
56.112,0.2977183,-0.95430356,0.025855238
56.128,0.27812263,-0.96033734,0.019998545
56.144,0.25854,-0.96589327,0.014396542
56.160000000000004,0.24093455,-0.9705161,0.007005653
56.176,0.22491483,-0.97437817,-0.0007037376
56.192,0.21059091,-0.9775369,-0.008549619
56.208,0.19798604,-0.9800668,-0.016451789
56.224000000000004,0.18710966,-0.98203665,-0.024371725
56.24,0.1779664,-0.9835067,-0.03228835
56.256,0.17027324,-0.98473394,-0.03613947
56.272,0.16241528,-0.9859778,-0.038327884
56.288000000000004,0.15441135,-0.9872274,-0.039232638
56.304,0.1462807,-0.9884704,-0.039093688
56.32,0.1379883,-0.98970264,-0.03805084
56.336,0.13084283,-0.99065894,-0.038405426
56.352000000000004,0.12492186,-0.99141806,-0.0385325
56.368,0.11980257,-0.992047,-0.03860106
56.384,0.1151965,-0.9925901,-0.038659588
56.4,0.1110347,-0.99306303,-0.038692698
56.416000000000004,0.10781882,-0.99343014,-0.038361557
56.432,0.10566407,-0.99368244,-0.037819978
56.448,0.10474843,-0.9938063,-0.03710554
56.464,0.10458,-0.993855,-0.036265828
56.480000000000004,0.10446021,-0.99390143,-0.035327297
56.496,0.104335345,-0.9939489,-0.034348525
56.512,0.10420842,-0.99399686,-0.03332886
56.528,0.104080066,-0.9940453,-0.032267943
56.544000000000004,0.10562288,-0.9939565,-0.02990495
56.56,0.10867545,-0.99370164,-0.027325975
56.576,0.110086404,-0.99358225,-0.025986617
56.592,0.113112606,-0.9933085,-0.023318833
56.608000000000004,0.11763207,-0.99284697,-0.020435845
56.624,0.12052383,-0.9925321,-0.01881645
56.64,0.121849746,-0.99239796,-0.017290207
56.656,0.124804154,-0.9920764,-0.014434418
56.672000000000004,0.1292636,-0.9915452,-0.011358777
56.688,0.13208485,-0.9911925,-0.00953934
56.704,0.13332984,-0.99104095,-0.0078075565
56.72,0.13330473,-0.9910561,-0.00613661
56.736000000000004,0.13497634,-0.99084383,-0.003149487
56.752,0.13509546,-0.9908317,-0.0013475784
56.768,0.13496365,-0.99085045,0.00049058965
56.784,0.13483033,-0.9908658,0.0023888526
56.800000000000004,0.13470148,-0.9908767,0.004348572
56.816,0.13457844,-0.99088246,0.006371102
56.832,0.13446249,-0.9908826,0.008457843
56.848,0.13435484,-0.9908765,0.010610244
56.864000000000004,0.1342566,-0.99086356,0.012829805
56.88,0.13416873,-0.9908432,0.01511807
56.896,0.13409214,-0.99081475,0.017476631
56.912,0.1340278,-0.9907776,0.019907089
56.928000000000004,0.13397649,-0.99073106,0.022411091
56.944,0.13393876,-0.99067444,0.024990343
56.96,0.13391566,-0.990607,0.027646685
56.976,0.13390765,-0.990528,0.030381901
56.992000000000004,0.1330266,-0.990575,0.032635037
57.008,0.13150346,-0.99072057,0.034345053
57.024,0.12939091,-0.99096084,0.03542119
57.04,0.12667784,-0.9912976,0.035802156
57.056000000000004,0.123523824,-0.99171,0.03539968
57.072,0.12100854,-0.99204934,0.034568958
57.088,0.11965119,-0.99224806,0.033576313
57.104,0.11961365,-0.9922885,0.032497898
57.120000000000005,0.11971852,-0.99230844,0.031487677
57.136,0.11983391,-0.9923235,0.030559508
57.152,0.119956136,-0.9923344,0.029713146
57.168,0.12008394,-0.9923416,0.028948173
57.184000000000005,0.12021612,-0.99234533,0.028264113
57.2,0.1203514,-0.9923459,0.02766049
57.216,0.120488524,-0.9923437,0.027136836
57.232,0.12062622,-0.9923391,0.02669271
57.248000000000005,0.120763205,-0.99233216,0.026327703
57.264,0.120898195,-0.9923233,0.026041428
57.28,0.12102993,-0.99231267,0.025833534
57.296,0.12115718,-0.9923005,0.025703706
57.312000000000005,0.12127874,-0.992287,0.025651658
57.328,0.12139348,-0.9922723,0.02567714
57.344,0.12150029,-0.9922566,0.025779946
57.36,0.121598184,-0.9922399,0.0259599
57.376,0.121686205,-0.9922223,0.026216874
57.392,0.121763535,-0.99220395,0.026550777
57.408,0.12182943,-0.9921848,0.026961567
57.424,0.12188301,-0.99216485,0.027449302
57.44,0.12192366,-0.99214405,0.02801406
57.456,0.121950254,-0.9921225,0.028655855
57.472,0.12339491,-0.9918864,0.030579003
57.488,0.124928966,-0.9916401,0.03229046
57.504,0.12736987,-0.9912731,0.03397902
