sim_time,value_0,value_1,value_2
56.016,-0.0050949664,0.04984141,1.1549933
56.032000000000004,-0.0045610555,0.048284177,1.1741469
56.048,-0.0033511491,0.046068497,1.1928653
56.064,-0.0014363481,0.043190178,1.2111429
56.08,0.0011638069,0.039607983,1.2289394
56.096000000000004,0.0027769639,0.03442483,1.2482703
56.112,0.0036016242,0.028209297,1.2685908
56.128,0.0032342663,0.02175766,1.2890227
56.144,0.0016025016,0.015332637,1.3093067
56.160000000000004,0.0010298484,0.007474013,1.3274719
56.176,0.0007069313,-0.0005590603,1.3439369
56.192,0.0004900457,-0.008640301,1.3586093
56.208,0.00031954417,-0.016720297,1.3714848
56.224000000000004,0.00017083623,-0.024779923,1.3825697
56.24,3.368008e-05,-0.03281197,1.3918724
56.256,0.0012127779,-0.03647383,1.3996416
56.272,0.0018951095,-0.038541645,1.4075817
56.288000000000004,0.0019399838,-0.039416306,1.4156846
56.304,0.0013266868,-0.039333034,1.4239331
56.32,3.3248543e-05,-0.038423203,1.4323617
56.336,-0.001082154,-0.03889086,1.4396158
56.352000000000004,-0.0015504889,-0.039041538,1.4456042
56.368,-0.0016460718,-0.039089344,1.4507661
56.384,-0.0016173476,-0.0391159,1.4554032
56.4,-0.0015556146,-0.039116926,1.4595895
56.416000000000004,-0.0015190702,-0.038760673,1.4628229
56.432,-0.0015022695,-0.038201556,1.4649886
56.448,-0.0015037976,-0.037477717,1.4659083
56.464,-0.0015142292,-0.036632977,1.4660767
56.480000000000004,-0.0015268716,-0.035689358,1.4661962
56.496,-0.0015348758,-0.03470479,1.4663205
56.512,-0.0015333808,-0.03367814,1.4664465
56.528,-0.0015198484,-0.03260879,1.4665735
56.544000000000004,-0.0015160952,-0.030238649,1.4650184
56.56,-0.0015190165,-0.02765823,1.4619443
56.576,-0.0015277334,-0.026317645,1.460523
56.592,-0.0015327851,-0.023646045,1.4574739
56.608000000000004,-0.0015344839,-0.020761888,1.4529196
56.624,-0.0015490942,-0.019143786,1.4500049
56.64,-0.0015519016,-0.017611373,1.4486668
56.656,-0.0015526882,-0.014743959,1.4456853
56.672000000000004,-0.0015517104,-0.01165739,1.4411845
56.688,-0.0015622907,-0.009831974,1.4383363
56.704,-0.001560727,-0.008087932,1.4370774
56.72,-0.0015397705,-0.006399015,1.4370999
56.736000000000004,-0.0015338826,-0.0033875317,1.4354085
56.752,-0.0015208669,-0.001567414,1.4352853
56.768,-0.0014892184,0.0002922681,1.4354156
56.784,-0.0014427463,0.002214545,1.4355474
56.800000000000004,-0.0013820725,0.0042006974,1.4356748
56.816,-0.0013077549,0.0062520215,1.4357966
56.832,-0.0012204013,0.008369856,1.4359117
56.848,-0.0011207514,0.010555576,1.4360187
56.864000000000004,-0.0010096948,0.012810592,1.4361167
56.88,-0.0008882663,0.015136346,1.4362049
56.896,-0.00075763586,0.017534316,1.4362824
56.912,-0.0006190922,0.020005975,1.4363482
56.928000000000004,-0.00047402916,0.02255284,1.4364017
56.944,-0.00032392677,0.025176479,1.4364423
56.96,-0.0001703398,0.027878592,1.4364691
56.976,-1.4863304e-05,0.030660823,1.4364814
56.992000000000004,0.00046232334,0.032995667,1.4373862
57.008,0.0006596734,0.034740333,1.4389304
57.024,0.000756096,0.035827685,1.4410653
57.04,0.0008146768,0.03620474,1.4438033
57.056000000000004,0.00078767765,0.035778437,1.446981
57.072,0.00085441035,0.03493601,1.4495169
57.088,0.0009496279,0.033940103,1.4508866
57.104,0.0010502223,0.03286521,1.4509267
57.120000000000005,0.0011496542,0.03185966,1.4508232
57.136,0.0012407971,0.030935872,1.4507086
57.152,0.0013203337,0.030093182,1.4505869
57.168,0.0013864568,0.029330932,1.4504591
57.184000000000005,0.0014381453,0.028648503,1.4503264
57.2,0.001474809,0.028045332,1.4501903
57.216,0.0014961218,0.027520897,1.450052
57.232,0.0015019447,0.027074723,1.4499128
57.248000000000005,0.0014922946,0.026706383,1.449774
57.264,0.0014673304,0.026415499,1.4496369
57.28,0.001427349,0.026201745,1.4495028
57.296,0.0013727838,0.026064847,1.449373
57.312000000000005,0.0013042022,0.026004577,1.4492488
57.328,0.0012223042,0.026020767,1.449131
57.344,0.001127917,0.026113302,1.4490211
57.36,0.0010219901,0.026282119,1.4489199
57.376,0.00090558734,0.026527219,1.4488283
57.392,0.00077987823,0.026848653,1.4487474
57.408,0.0006461274,0.027246539,1.4486777
57.424,0.0005056817,0.0277211,1.4486202
57.44,0.00035996127,0.028272592,1.4485754
57.456,0.00021045111,0.028901216,1.4485445
57.472,0.00023793032,0.03084896,1.44709
57.488,0.00056811364,0.032622684,1.4455552
57.504,0.0007706836,0.034363665,1.4431026
57.52,0.0005366144,0.034038853,1.4412647
57.536,0.0002896426,0.033042744,1.4401511
57.552,0.00011506747,0.03201108,1.4400996
