sim_time,value_0,value_1,value_2
48.016,-2.1471884,-3.5324607,0.31908828
48.032000000000004,-2.1472087,-3.5255697,0.31906727
48.048,-2.147279,-3.5186346,0.31904638
48.064,-2.1473758,-3.5116808,0.31902733
48.08,-2.1474926,-3.5047166,0.31901044
48.096000000000004,-2.1476264,-3.4977458,0.3189959
48.112,-2.147775,-3.4907713,0.31898385
48.128,-2.1479375,-3.4837956,0.31897438
48.144,-2.1481125,-3.4768198,0.3189676
48.160000000000004,-2.1483,-3.4698448,0.31896362
48.176,-2.148499,-3.4628708,0.31896237
48.192,-2.1487103,-3.455898,0.31896394
48.208,-2.148934,-3.4489257,0.31896827
48.224000000000004,-2.1491702,-3.4419522,0.31897527
48.24,-2.1494203,-3.434976,0.31898493
48.256,-2.1496854,-3.427995,0.31899709
48.272,-2.1499665,-3.4210064,0.31901163
48.288000000000004,-2.1502657,-3.4140074,0.31902835
48.304,-2.1505845,-3.4069946,0.3190471
48.32,-2.1509247,-3.3999639,0.31906763
48.336,-2.1512887,-3.3929112,0.31908974
48.352000000000004,-2.1516786,-3.3858328,0.31911317
48.368,-2.1519816,-3.3787231,0.31913763
48.384,-2.1521575,-3.3717697,0.319163
48.4,-2.1522205,-3.3650098,0.3191888
48.416000000000004,-2.1520548,-3.357815,0.3191642
48.432,-2.151721,-3.3504293,0.3191401
48.448,-2.151238,-3.342847,0.31911713
48.464,-2.1506183,-3.335063,0.31909546
48.480000000000004,-2.149872,-3.3270729,0.31907538
48.496,-2.1492841,-3.3193667,0.3190944
48.512,-2.1483486,-3.3113694,0.3190743
48.528,-2.1472712,-3.303169,0.31905594
48.544000000000004,-2.1460693,-3.2947588,0.31903964
48.56,-2.1447563,-3.2861333,0.31902558
48.576,-2.1433444,-3.277288,0.31901386
48.592,-2.141846,-3.2682188,0.31900463
48.608000000000004,-2.1402736,-3.2589216,0.31899798
48.624,-2.1386406,-3.2493927,0.318994
48.64,-2.1369655,-3.2396498,0.31899267
48.656,-2.1352923,-3.2298841,0.31899405
48.672000000000004,-2.1336255,-3.2200959,0.31899807
48.688,-2.131964,-3.2102857,0.31900468
48.704,-2.1303062,-3.2004533,0.31901392
48.72,-2.1286235,-3.1905196,0.31900564
48.736000000000004,-2.126959,-3.1808221,0.31899843
48.752,-2.1253016,-3.1713653,0.31899306
48.768,-2.1236382,-3.1621518,0.3189894
48.784,-2.1219554,-3.1531847,0.31898716
48.800000000000004,-2.12024,-3.144466,0.31898597
