sim_time,value
48.016,1000.0
48.032000000000004,1000.0
48.048,1000.0
48.064,1000.0
48.08,1000.0
48.096000000000004,1000.0
48.112,1000.0
48.128,1000.0
48.144,1000.0
48.160000000000004,1000.0
48.176,1000.0
48.192,1000.0
48.208,1000.0
48.224000000000004,1000.0
48.24,1000.0
48.256,1000.0
48.272,1000.0
48.288000000000004,1000.0
48.304,1000.0
48.32,1000.0
48.336,1000.0
48.352000000000004,1000.0
48.368,1000.0
48.384,1000.0
48.4,1000.0
48.416000000000004,1000.0
48.432,1000.0
48.448,1000.0
48.464,1000.0
48.480000000000004,1000.0
48.496,1000.0
48.512,1000.0
48.528,1000.0
48.544000000000004,1000.0
48.56,1000.0
48.576,1000.0
48.592,1000.0
48.608000000000004,1000.0
48.624,1000.0
48.64,1000.0
48.656,1000.0
48.672000000000004,1000.0
48.688,1000.0
48.704,1000.0
48.72,1000.0
48.736000000000004,1000.0
48.752,1000.0
48.768,1000.0
48.784,1000.0
48.800000000000004,1000.0
48.816,1000.0
48.832,1000.0
48.848,1000.0
48.864000000000004,1000.0
48.88,1000.0
48.896,1000.0
48.912,1000.0
48.928000000000004,1000.0
48.944,1000.0
48.96,1000.0
48.976,1000.0
48.992000000000004,1000.0
49.008,1000.0
49.024,1000.0
49.04,1000.0
49.056000000000004,1000.0
49.072,1000.0
49.088,1000.0
49.104,1000.0
49.120000000000005,1000.0
49.136,1000.0
49.152,1000.0
49.168,1000.0
49.184,1000.0
49.2,1000.0
49.216,1000.0
49.232,1000.0
49.248,1000.0
49.264,1000.0
49.28,1000.0
49.296,1000.0
49.312,1000.0
49.328,1000.0
49.344,1000.0
49.36,1000.0
49.376,1000.0
49.392,1000.0
49.408,1000.0
49.424,1000.0
49.44,1000.0
49.456,1000.0
49.472,1000.0
49.488,1000.0
49.504,1000.0
49.52,1000.0
49.536,1000.0
49.552,1000.0
49.568,1000.0
49.584,1000.0
49.6,1000.0
49.616,1000.0
49.632,1000.0
49.648,1000.0
49.664,1000.0
49.68,1000.0
49.696,1000.0
49.712,1000.0
49.728,1000.0
49.744,1000.0
49.76,1000.0
49.776,1000.0
49.792,1000.0
49.808,1000.0
49.824,1000.0
49.84,1000.0
49.856,1000.0
49.872,1000.0
49.888,1000.0
49.904,1000.0
49.92,1000.0
49.936,1000.0
49.952,1000.0
49.968,1000.0
49.984,1000.0
50.0,1000.0
50.016,1000.0
50.032000000000004,1000.0
50.048,1000.0
50.064,1000.0
50.08,1000.0
50.096000000000004,1000.0
50.112,1000.0
50.128,1000.0
50.144,1000.0
50.160000000000004,1000.0
50.176,1000.0
50.192,1000.0
50.208,1000.0
50.224000000000004,1000.0
50.24,1000.0
50.256,1000.0
50.272,1000.0
50.288000000000004,1000.0
50.304,1000.0
50.32,1000.0
50.336,1000.0
50.352000000000004,1000.0
50.368,1000.0
50.384,1000.0
50.4,1000.0
50.416000000000004,1000.0
50.432,1000.0
50.448,1000.0
50.464,1000.0
50.480000000000004,1000.0
50.496,1000.0
50.512,1000.0
50.528,1000.0
50.544000000000004,1000.0
50.56,1000.0
50.576,1000.0
50.592,1000.0
50.608000000000004,1000.0
50.624,1000.0
50.64,1000.0
50.656,1000.0
50.672000000000004,1000.0
50.688,1000.0
50.704,1000.0
50.72,1000.0
50.736000000000004,1000.0
50.752,1000.0
50.768,1000.0
50.784,1000.0
50.800000000000004,1000.0
50.816,1000.0
50.832,1000.0
50.848,1000.0
50.864000000000004,1000.0
50.88,1000.0
50.896,1000.0
50.912,1000.0
50.928000000000004,1000.0
50.944,1000.0
50.96,1000.0
50.976,1000.0
50.992000000000004,1000.0
51.008,1000.0
51.024,1000.0
51.04,1000.0
51.056000000000004,1000.0
51.072,1000.0
51.088,1000.0
51.104,1000.0
51.120000000000005,1000.0
51.136,1000.0
51.152,1000.0
51.168,1000.0
51.184000000000005,1000.0
51.2,1000.0
51.216,1000.0
51.232,1000.0
51.248,1000.0
51.264,1000.0
51.28,1000.0
51.296,1000.0
51.312,1000.0
51.328,1000.0
51.344,1000.0
51.36,1000.0
51.376,1000.0
51.392,1000.0
51.408,1000.0
51.424,1000.0
